Date,High,Low,Open,Close,Volume,Adj Close
2016-09-30,113.37000274658203,111.80000305175781,112.45999908447266,113.05000305175781,36379100.0,109.43575286865234
2016-10-03,113.05000305175781,112.27999877929688,112.70999908447266,112.5199966430664,21701800.0,108.92268371582031
2016-10-04,114.30999755859375,112.62999725341797,113.05999755859375,113.0,29736800.0,109.3873519897461
2016-10-05,113.66000366210938,112.69000244140625,113.4000015258789,113.05000305175781,21453100.0,109.43575286865234
2016-10-06,114.33999633789062,113.12999725341797,113.69999694824219,113.88999938964844,28779300.0,110.2488784790039
2016-10-07,114.55999755859375,113.51000213623047,114.30999755859375,114.05999755859375,24358400.0,110.41344451904297
2016-10-10,116.75,114.72000122070312,115.0199966430664,116.05000305175781,36236000.0,112.33983612060547
2016-10-11,118.69000244140625,116.19999694824219,117.69999694824219,116.30000305175781,64041000.0,112.58185577392578
2016-10-12,117.9800033569336,116.75,117.3499984741211,117.33999633789062,37586800.0,113.58859252929688
2016-10-13,117.44000244140625,115.72000122070312,116.79000091552734,116.9800033569336,35192400.0,113.2401123046875
2016-10-14,118.16999816894531,117.12999725341797,117.87999725341797,117.62999725341797,35652200.0,113.86932373046875
2016-10-17,117.83999633789062,116.77999877929688,117.33000183105469,117.55000305175781,23624900.0,113.79188537597656
2016-10-18,118.20999908447266,117.44999694824219,118.18000030517578,117.47000122070312,24553500.0,113.71443939208984
2016-10-19,117.76000213623047,113.80000305175781,117.25,117.12000274658203,20034600.0,113.37562561035156
2016-10-20,117.37999725341797,116.33000183105469,116.86000061035156,117.05999755859375,24125800.0,113.31754302978516
2016-10-21,116.91000366210938,116.27999877929688,116.80999755859375,116.5999984741211,23192700.0,112.87224578857422
2016-10-24,117.73999786376953,117.0,117.0999984741211,117.6500015258789,23538700.0,113.88867950439453
2016-10-25,118.36000061035156,117.30999755859375,117.94999694824219,118.25,48129000.0,114.46949768066406
2016-10-26,115.69999694824219,113.30999755859375,114.30999755859375,115.58999633789062,66134200.0,111.89453125
2016-10-27,115.86000061035156,114.0999984741211,115.38999938964844,114.4800033569336,34562000.0,110.82003784179688
2016-10-28,115.20999908447266,113.44999694824219,113.87000274658203,113.72000122070312,37861700.0,110.08432006835938
2016-10-31,114.2300033569336,113.19999694824219,113.6500015258789,113.54000091552734,26419400.0,109.91007995605469
2016-11-01,113.7699966430664,110.52999877929688,113.45999908447266,111.48999786376953,43825800.0,107.92562103271484
2016-11-02,112.3499984741211,111.2300033569336,111.4000015258789,111.58999633789062,28331700.0,108.02241516113281
2016-11-03,111.45999908447266,109.55000305175781,110.9800033569336,109.83000183105469,26932600.0,106.86456298828125
2016-11-04,110.25,108.11000061035156,108.52999877929688,108.83999633789062,30837000.0,105.90128326416016
2016-11-07,110.51000213623047,109.45999908447266,110.08000183105469,110.41000366210938,32560000.0,107.42889404296875
2016-11-08,111.72000122070312,109.69999694824219,110.30999755859375,111.05999755859375,24054500.0,108.06133270263672
2016-11-09,111.31999969482422,108.05000305175781,109.87999725341797,110.87999725341797,59176400.0,107.8862075805664
2016-11-10,111.08999633789062,105.83000183105469,111.08999633789062,107.79000091552734,57134500.0,104.879638671875
2016-11-11,108.87000274658203,106.55000305175781,107.12000274658203,108.43000030517578,34094100.0,105.50234985351562
2016-11-14,107.80999755859375,104.08000183105469,107.70999908447266,105.70999908447266,51175500.0,102.85580444335938
2016-11-15,107.68000030517578,106.16000366210938,106.56999969482422,107.11000061035156,32264500.0,104.21800231933594
2016-11-16,110.2300033569336,106.5999984741211,106.69999694824219,109.98999786376953,58840500.0,107.02023315429688
2016-11-17,110.3499984741211,108.83000183105469,109.80999755859375,109.94999694824219,27632000.0,106.98131561279297
2016-11-18,110.54000091552734,109.66000366210938,109.72000122070312,110.05999755859375,28428900.0,107.08834838867188
2016-11-21,111.98999786376953,110.01000213623047,110.12000274658203,111.7300033569336,29264600.0,108.71326446533203
2016-11-22,112.41999816894531,111.4000015258789,111.94999694824219,111.80000305175781,25965500.0,108.7813720703125
2016-11-23,111.51000213623047,110.33000183105469,111.36000061035156,111.2300033569336,27426400.0,108.22676086425781
2016-11-25,111.87000274658203,110.94999694824219,111.12999725341797,111.79000091552734,11475900.0,108.7716293334961
2016-11-28,112.47000122070312,111.38999938964844,111.43000030517578,111.56999969482422,27194000.0,108.55757904052734
2016-11-29,112.02999877929688,110.06999969482422,110.77999877929688,111.45999908447266,28528800.0,108.45054626464844
2016-11-30,112.19999694824219,110.2699966430664,111.5999984741211,110.5199966430664,36162300.0,107.53591918945312
2016-12-01,110.94000244140625,109.02999877929688,110.37000274658203,109.48999786376953,37086900.0,106.53373718261719
2016-12-02,110.08999633789062,108.8499984741211,109.16999816894531,109.9000015258789,26528000.0,106.93267822265625
2016-12-05,110.02999877929688,108.25,110.0,109.11000061035156,34324500.0,106.16399383544922
2016-12-06,110.36000061035156,109.19000244140625,109.5,109.94999694824219,26195500.0,106.98131561279297
2016-12-07,111.19000244140625,109.16000366210938,109.26000213623047,111.02999877929688,29998700.0,108.03215026855469
2016-12-08,112.43000030517578,110.5999984741211,110.86000061035156,112.12000274658203,27068300.0,109.09272766113281
2016-12-09,114.69999694824219,112.30999755859375,112.30999755859375,113.94999694824219,34402600.0,110.87332153320312
2016-12-12,115.0,112.48999786376953,113.29000091552734,113.30000305175781,26374400.0,110.2408676147461
2016-12-13,115.91999816894531,113.75,113.83999633789062,115.19000244140625,43733800.0,112.079833984375
2016-12-14,116.19999694824219,114.9800033569336,115.04000091552734,115.19000244140625,34031800.0,112.079833984375
2016-12-15,116.7300033569336,115.2300033569336,115.37999725341797,115.81999969482422,46524500.0,112.69282531738281
2016-12-16,116.5,115.6500015258789,116.47000122070312,115.97000122070312,44351100.0,112.8387680053711
2016-12-19,117.37999725341797,115.75,115.80000305175781,116.63999938964844,27779400.0,113.49068450927734
2016-12-20,117.5,116.68000030517578,116.73999786376953,116.94999694824219,21425000.0,113.79231262207031
2016-12-21,117.4000015258789,116.77999877929688,116.80000305175781,117.05999755859375,23783200.0,113.89933776855469
2016-12-22,116.51000213623047,115.63999938964844,116.3499984741211,116.29000091552734,26085900.0,113.15013885498047
2016-12-23,116.5199966430664,115.58999633789062,115.58999633789062,116.5199966430664,14249500.0,113.37391662597656
2016-12-27,117.80000305175781,116.48999786376953,116.5199966430664,117.26000213623047,18296900.0,114.09394836425781
2016-12-28,118.0199966430664,116.19999694824219,117.5199966430664,116.76000213623047,20905900.0,113.6074447631836
2016-12-29,117.11000061035156,116.4000015258789,116.44999694824219,116.7300033569336,15039500.0,113.5782470703125
2016-12-30,117.19999694824219,115.43000030517578,116.6500015258789,115.81999969482422,30586300.0,112.69282531738281
