Date,High,Low,Open,Close,Volume,Adj Close
2018-10-01,227.58999633789062,225.0,226.22000122070312,225.3300018310547,2451300.0,225.3300018310547
2018-09-28,227.39999389648438,223.8000030517578,225.75,224.24000549316406,3097800.0,224.24000549316406
2018-09-27,229.85000610351562,227.52000427246094,228.77000427246094,227.74000549316406,2451500.0,227.74000549316406
2018-09-26,233.0,228.24000549316406,232.9600067138672,228.8800048828125,2372700.0,228.8800048828125
2018-09-25,234.63999938964844,232.22999572753906,234.63999938964844,232.5,2003200.0,232.5
2018-09-24,235.74000549316406,232.24000549316406,234.74000549316406,232.89999389648438,2057000.0,232.89999389648438
2018-09-21,238.52000427246094,234.8300018310547,238.05999755859375,235.33999633789062,3760300.0,235.33999633789062
2018-09-20,238.50999450683594,236.02999877929688,237.0,237.39999389648438,2503000.0,237.39999389648438
2018-09-19,236.27999877929688,229.52000427246094,229.89999389648438,235.5800018310547,3716500.0,235.5800018310547
2018-09-18,229.39999389648438,226.57000732421875,228.35000610351562,228.88999938964844,2498100.0,228.88999938964844
2018-09-17,230.16000366210938,227.3000030517578,229.39999389648438,227.88999938964844,1918800.0,227.88999938964844
2018-09-14,230.5500030517578,228.75999450683594,229.0800018310547,229.24000549316406,2228300.0,229.24000549316406
2018-09-13,229.85000610351562,227.57000732421875,229.5,228.3300018310547,3003600.0,228.3300018310547
2018-09-12,231.99000549316406,227.3000030517578,230.91000366210938,228.14999389648438,3577700.0,228.14999389648438
2018-09-11,231.64999389648438,228.66000366210938,230.6699981689453,230.2100067138672,2719400.0,230.2100067138672
2018-09-10,235.5,231.74000549316406,235.00999450683594,231.91000366210938,1948100.0,231.91000366210938
2018-09-07,235.63999938964844,232.67999267578125,235.0500030517578,233.91000366210938,1952900.0,233.91000366210938
2018-09-06,238.6300048828125,233.8800048828125,237.0,234.52000427246094,2651400.0,234.52000427246094
2018-09-05,239.4499969482422,236.1699981689453,237.00999450683594,237.55999755859375,2092000.0,237.55999755859375
2018-09-04,238.1199951171875,234.58999633789062,237.75999450683594,237.66000366210938,2083500.0,237.66000366210938
2018-08-31,239.35000610351562,237.1199951171875,238.94000244140625,237.80999755859375,1965500.0,237.80999755859375
2018-08-30,241.1199951171875,238.67999267578125,240.8000030517578,239.39999389648438,1963700.0,239.39999389648438
2018-08-29,242.7899932861328,240.30999755859375,242.0500030517578,241.39999389648438,1911700.0,241.39999389648438
2018-08-28,245.0800018310547,241.58999633789062,243.05999755859375,242.3699951171875,2951000.0,241.5699920654297
2018-08-27,243.64999389648438,236.55999755859375,236.99000549316406,242.60000610351562,4106900.0,241.79925537109375
2018-08-24,237.8000030517578,234.6999969482422,237.36000061035156,235.11000061035156,1948100.0,234.33396911621094
2018-08-23,239.27999877929688,235.83999633789062,239.0500030517578,236.33999633789062,2064700.0,235.55990600585938
2018-08-22,239.6699981689453,237.5800018310547,237.88999938964844,239.33999633789062,1870900.0,238.5500030517578
2018-08-21,239.52999877929688,235.2899932861328,235.2899932861328,238.64999389648438,2437300.0,237.86227416992188
2018-08-20,235.97999572753906,234.0800018310547,234.1300048828125,235.77999877929688,2604900.0,235.0017547607422
2018-08-17,233.72000122070312,231.63999938964844,232.50999450683594,233.3800048828125,2107200.0,232.60968017578125
2018-08-16,233.2899932861328,230.4499969482422,230.6699981689453,233.0,2438300.0,232.23092651367188
2018-08-15,231.5399932861328,228.30999755859375,229.35000610351562,229.25,3218500.0,228.49330139160156
2018-08-14,230.3699951171875,227.3000030517578,227.35000610351562,229.55999755859375,2359000.0,228.80227661132812
2018-08-13,229.88999938964844,226.57000732421875,229.49000549316406,226.86000061035156,2662700.0,226.11119079589844
2018-08-10,231.4600067138672,228.11000061035156,230.97000122070312,229.61000061035156,3863400.0,228.8521270751953
2018-08-09,236.85000610351562,233.38999938964844,236.35000610351562,233.77999877929688,2951900.0,233.00836181640625
2018-08-08,239.16000366210938,236.22999572753906,238.1199951171875,236.3699951171875,2522400.0,235.5897979736328
2018-08-07,239.4600067138672,236.49000549316406,237.25,237.8300018310547,2399500.0,237.04498291015625
2018-08-06,236.97999572753906,234.02999877929688,234.13999938964844,235.92999267578125,2259600.0,235.1512451171875
2018-08-03,235.52000427246094,233.49000549316406,234.44000244140625,234.08999633789062,3053100.0,233.31732177734375
2018-08-02,235.2100067138672,232.77000427246094,233.92999267578125,233.99000549316406,2579700.0,233.21766662597656
2018-08-01,239.39999389648438,235.77999877929688,238.5,236.0399932861328,2510500.0,235.26089477539062
2018-07-31,239.5,236.5500030517578,239.5,237.42999267578125,2503700.0,236.64630126953125
2018-07-30,239.72999572753906,236.88999938964844,238.0,238.9499969482422,2454100.0,238.16128540039062
2018-07-27,238.8000030517578,235.99000549316406,237.9600067138672,237.63999938964844,1998200.0,236.85562133789062
2018-07-26,238.33999633789062,236.42999267578125,237.0,237.11000061035156,1885500.0,236.32736206054688
2018-07-25,236.85000610351562,233.9499969482422,235.00999450683594,236.69000244140625,2181500.0,235.90875244140625
2018-07-24,237.47999572753906,234.33999633789062,234.75,235.8800048828125,2887400.0,235.10142517089844
2018-07-23,234.86000061035156,231.72000122070312,231.8000030517578,233.75999450683594,2788500.0,232.98841857910156
2018-07-20,232.0500030517578,228.8000030517578,229.00999450683594,231.69000244140625,2683500.0,230.92526245117188
2018-07-19,231.99000549316406,228.97999572753906,231.11000061035156,229.6300048828125,4638500.0,228.87205505371094
2018-07-18,233.72000122070312,230.14999389648438,232.33999633789062,231.24000549316406,6149900.0,230.47674560546875
2018-07-17,233.22999572753906,226.8699951171875,231.47999572753906,231.02000427246094,9280200.0,230.25747680664062
2018-07-16,231.44000244140625,226.74000549316406,227.1999969482422,231.44000244140625,3271200.0,230.67608642578125
2018-07-13,228.6199951171875,223.92999267578125,226.6300048828125,226.41000366210938,2541500.0,225.66268920898438
2018-07-12,227.8000030517578,225.77000427246094,227.63999938964844,227.22000122070312,2223100.0,226.4700164794922
2018-07-11,227.25,225.1999969482422,225.75999450683594,225.66000366210938,2527000.0,224.9151611328125
2018-07-10,228.8699951171875,225.85000610351562,228.0,226.85000610351562,2524800.0,226.1012420654297
2018-07-09,228.1999969482422,223.0,223.36000061035156,227.99000549316406,2743900.0,227.2374725341797
2018-07-06,223.1999969482422,219.8800048828125,220.5399932861328,221.7899932861328,1846400.0,221.05792236328125
2018-07-05,222.13999938964844,219.77999877929688,221.5,220.74000549316406,2218200.0,220.0113983154297
2018-07-03,224.63999938964844,219.99000549316406,224.4600067138672,220.3800048828125,1204400.0,219.652587890625
2018-07-02,223.33999633789062,218.88999938964844,219.75,223.25999450683594,1723200.0,222.5230712890625
2018-06-29,225.1699981689453,220.4499969482422,224.39999389648438,220.57000732421875,3393700.0,219.8419647216797
2018-06-28,224.66000366210938,219.5800018310547,220.25,223.4199981689453,3072600.0,222.68255615234375
2018-06-27,225.47000122070312,220.13999938964844,221.47999572753906,220.17999267578125,3104200.0,219.45323181152344
2018-06-26,222.8000030517578,219.1199951171875,221.77999877929688,221.5800018310547,2692900.0,220.8486328125
2018-06-25,225.13999938964844,220.38999938964844,224.5,221.5399932861328,3817700.0,220.80874633789062
2018-06-22,230.5,225.5800018310547,227.77999877929688,226.02000427246094,2731800.0,225.2739715576172
2018-06-21,228.42999267578125,224.57000732421875,226.38999938964844,226.97999572753906,3094600.0,226.23080444335938
2018-06-20,229.94000244140625,226.9600067138672,229.9199981689453,227.82000732421875,2678300.0,227.0680389404297
2018-06-19,229.0399932861328,226.16000366210938,228.22000122070312,228.32000732421875,3326600.0,227.56639099121094
2018-06-18,231.6699981689453,229.14999389648438,230.1999969482422,231.38999938964844,2327500.0,230.62625122070312
2018-06-15,233.14999389648438,229.83999633789062,231.5,231.9199981689453,4738100.0,231.1544952392578
2018-06-14,235.88999938964844,232.58999633789062,235.8699951171875,233.64999389648438,2899600.0,232.8787841796875
2018-06-13,238.22999572753906,233.10000610351562,233.64999389648438,233.8300018310547,3637400.0,233.05819702148438
2018-06-12,235.22999572753906,231.86000061035156,234.1199951171875,232.6300048828125,2080000.0,231.86215209960938
2018-06-11,235.16000366210938,233.58999633789062,234.6199951171875,234.08999633789062,1936800.0,233.31732177734375
2018-06-08,234.27000427246094,232.35000610351562,233.0,233.38999938964844,2253100.0,232.61964416503906
2018-06-07,235.9199981689453,232.5399932861328,233.88999938964844,233.4499969482422,2905000.0,232.679443359375
2018-06-06,232.5800018310547,229.36000061035156,229.85000610351562,232.22999572753906,2566400.0,231.46347045898438
2018-06-05,229.33999633789062,227.2899932861328,228.94000244140625,228.33999633789062,1986200.0,227.5863037109375
2018-06-04,231.14999389648438,228.9499969482422,230.35000610351562,229.88999938964844,2129400.0,229.13119506835938
2018-06-01,230.25,228.08999633789062,228.39999389648438,228.35000610351562,3323300.0,227.59628295898438
2018-05-31,228.11000061035156,224.08999633789062,227.33999633789062,225.8800048828125,5334900.0,225.13442993164062
2018-05-30,229.6699981689453,226.27999877929688,228.94000244140625,229.16000366210938,3348600.0,228.4036102294922
2018-05-29,232.47000122070312,225.02000427246094,231.52000427246094,227.02999877929688,5299000.0,225.4832763671875
2018-05-25,236.1199951171875,234.27999877929688,235.0,235.00999450683594,1985600.0,233.40890502929688
2018-05-24,237.1699981689453,233.64999389648438,236.60000610351562,236.10000610351562,2295200.0,234.4915008544922
2018-05-23,237.8699951171875,234.3800048828125,236.8800048828125,237.80999755859375,3105400.0,236.18983459472656
2018-05-22,240.6999969482422,237.97999572753906,238.6999969482422,238.0,2551500.0,236.3785400390625
2018-05-21,240.07000732421875,237.32000732421875,239.10000610351562,237.6999969482422,1951700.0,236.08058166503906
2018-05-18,238.74000549316406,236.8699951171875,238.10000610351562,237.0,2699000.0,235.38536071777344
2018-05-17,242.44000244140625,238.77999877929688,240.4199981689453,239.10000610351562,2462700.0,237.47105407714844
2018-05-16,241.83999633789062,240.58999633789062,241.27000427246094,240.9600067138672,1965200.0,239.31837463378906
2018-05-15,243.9499969482422,240.6699981689453,243.0,241.55999755859375,2165700.0,239.91429138183594
2018-05-14,245.8800048828125,243.5,243.60000610351562,243.91000366210938,1928500.0,242.24827575683594
2018-05-11,244.91000366210938,241.7100067138672,243.44000244140625,242.9199981689453,1540100.0,241.26502990722656
2018-05-10,245.4199981689453,240.16000366210938,242.11000061035156,243.44000244140625,2599000.0,241.78147888183594
2018-05-09,242.0500030517578,237.25,237.97999572753906,241.72999572753906,2434000.0,240.08311462402344
2018-05-08,240.66000366210938,236.0,238.24000549316406,237.0,3267000.0,235.38536071777344
2018-05-07,238.1699981689453,235.27999877929688,236.0,237.1999969482422,1979400.0,235.58399963378906
2018-05-04,236.7899932861328,232.27999877929688,232.30999755859375,234.94000244140625,2622300.0,233.33938598632812
2018-05-03,234.0,227.39999389648438,232.4499969482422,233.41000366210938,4511400.0,231.81982421875
2018-05-02,237.91000366210938,233.4199981689453,236.60000610351562,234.0500030517578,3710900.0,232.45545959472656
2018-05-01,237.89999389648438,233.9600067138672,237.50999450683594,236.6699981689453,3269800.0,235.05760192871094
2018-04-30,243.07000732421875,238.22000122070312,240.97000122070312,238.3300018310547,2790500.0,236.706298828125
2018-04-27,241.92999267578125,239.02000427246094,240.0,239.8000030517578,2136800.0,238.16627502441406
2018-04-26,241.66000366210938,238.00999450683594,239.27000427246094,240.08999633789062,2891100.0,238.4542999267578
2018-04-25,242.4600067138672,237.50999450683594,242.19000244140625,239.22999572753906,5041400.0,237.60015869140625
2018-04-24,249.14999389648438,240.0399932861328,248.82000732421875,242.49000549316406,4705100.0,240.83795166015625
2018-04-23,252.75,246.19000244140625,251.66000366210938,246.6699981689453,3775900.0,244.98947143554688
2018-04-20,255.67999267578125,251.47999572753906,254.10000610351562,251.9600067138672,2930600.0,250.24343872070312
